date,week,userId,attendTime,leaveTime
20170106,FRI,u00020,08:31,17:54
20170106,FRI,u00021,08:54,20:47
20170106,FRI,u00022,08:35,20:25
20170106,FRI,u00023,08:58,18:40
20170106,FRI,u00024,08:55,18:28
20170106,FRI,u00025,08:40,18:57
20170106,FRI,u00026,08:51,19:29
20170106,FRI,u00027,08:54,22:23
20170106,FRI,u00028,08:59,17:53
20170106,FRI,u00029,08:46,23:13
20170106,FRI,u00030,08:56,18:53
20170106,FRI,u00031,08:48,17:34
20170106,FRI,u00032,08:48,22:39
20170106,FRI,u00033,08:43,17:41
20170106,FRI,u00034,08:33,18:35
20170106,FRI,u00035,08:41,18:27
20170106,FRI,u00036,08:48,18:05
20170106,FRI,u00037,08:37,18:28
20170106,FRI,u00038,08:51,20:50
20170106,FRI,u00039,08:52,19:17
20170106,FRI,u00040,08:55,18:25
20170106,FRI,u00041,08:45,19:59
20170106,FRI,u00042,08:31,20:59
20170106,FRI,u00043,08:50,18:57
20170106,FRI,u00044,08:45,17:45
20170106,FRI,u00045,08:59,18:08
20170106,FRI,u00046,08:40,18:52
20170106,FRI,u00047,08:54,18:59
20170106,FRI,u00048,08:51,20:52
20170106,FRI,u00049,08:31,20:05
20170106,FRI,u00050,08:50,18:59
20170106,FRI,u00051,08:59,17:49
20170106,FRI,u00052,08:56,18:31
20170106,FRI,u00053,08:34,18:14
20170106,FRI,u00054,08:45,17:32
20170106,FRI,u00055,08:51,20:25
20170106,FRI,u00056,08:43,18:56
20170106,FRI,u00057,08:51,17:44
20170106,FRI,u00058,08:35,19:41
20170106,FRI,u00059,08:44,17:58
20170106,FRI,u00060,08:44,17:56
20170106,FRI,u00061,08:49,21:35
20170106,FRI,u00062,08:36,18:59
20170106,FRI,u00063,08:32,17:58
20170106,FRI,u00064,08:46,20:47
20170106,FRI,u00065,08:31,18:27
20170106,FRI,u00066,08:42,18:39
20170106,FRI,u00067,08:30,17:31
20170106,FRI,u00068,08:44,17:51
20170106,FRI,u00069,08:55,23:27
20170106,FRI,u00070,08:59,17:58
20170106,FRI,u00071,08:48,18:54
20170106,FRI,u00072,08:42,18:20
20170106,FRI,u00073,08:33,21:54
20170106,FRI,u00074,08:30,17:55
20170106,FRI,u00075,08:41,20:40
20170106,FRI,u00076,08:52,17:51
20170106,FRI,u00077,08:31,17:40
20170106,FRI,u00078,08:45,22:32
20170106,FRI,u00079,08:59,22:48
20170106,FRI,u00080,08:40,17:34
20170106,FRI,u00081,08:49,21:00
20170106,FRI,u00082,08:43,18:44
20170106,FRI,u00083,08:46,17:54
20170106,FRI,u00084,08:46,18:34
20170106,FRI,u00085,08:36,18:11
20170106,FRI,u00086,08:42,17:44
20170106,FRI,u00087,08:49,18:50
20170106,FRI,u00088,08:48,18:26
20170106,FRI,u00089,08:39,19:48
20170106,FRI,u00090,08:44,18:46
20170106,FRI,u00091,08:40,18:46
20170106,FRI,u00092,08:30,18:42
20170106,FRI,u00093,08:55,18:43
20170106,FRI,u00094,08:40,18:35
20170106,FRI,u00095,08:35,18:29
20170106,FRI,u00096,08:55,18:33
20170106,FRI,u00097,08:37,18:20
20170106,FRI,u00098,08:58,19:55
20170106,FRI,u00099,08:35,18:27
20170110,TUE,u00000,08:41,17:37
20170110,TUE,u00001,08:34,22:02
20170110,TUE,u00002,08:39,18:01
20170110,TUE,u00003,08:51,18:30
20170110,TUE,u00004,08:50,18:29
20170110,TUE,u00005,08:54,18:47
20170110,TUE,u00006,08:51,20:41
20170110,TUE,u00007,08:41,20:58
20170110,TUE,u00008,08:35,17:35
20170110,TUE,u00009,08:42,18:33
20170110,TUE,u00010,08:36,17:56
20170110,TUE,u00011,08:52,22:03
20170110,TUE,u00012,08:48,18:39
20170110,TUE,u00013,08:52,19:02
20170110,TUE,u00014,08:51,19:13
20170110,TUE,u00015,08:38,17:43
20170110,TUE,u00016,08:51,17:59
20170110,TUE,u00017,08:55,17:32
20170110,TUE,u00018,08:53,18:57
20170110,TUE,u00019,08:59,20:14
20170110,TUE,u00020,08:37,17:33
20170110,TUE,u00021,08:39,17:41
20170110,TUE,u00022,08:48,21:41
20170110,TUE,u00023,08:32,21:05
20170110,TUE,u00024,08:56,20:05
20170110,TUE,u00025,08:36,18:08
20170110,TUE,u00026,08:45,19:43
20170110,TUE,u00027,08:50,18:39
20170110,TUE,u00028,08:44,18:49
20170110,TUE,u00029,08:58,18:35
20170110,TUE,u00030,08:41,18:59
20170110,TUE,u00031,08:44,18:23
20170110,TUE,u00032,08:33,20:06
20170110,TUE,u00033,08:40,17:52
20170110,TUE,u00034,08:31,18:41
20170110,TUE,u00035,08:34,18:24
20170110,TUE,u00036,08:41,17:37
20170110,TUE,u00037,08:32,19:02
20170110,TUE,u00038,08:37,18:36
20170110,TUE,u00039,08:59,21:51
20170110,TUE,u00040,08:51,18:49
20170110,TUE,u00041,08:37,20:04
20170110,TUE,u00042,08:53,17:56
20170110,TUE,u00043,08:39,20:18
20170110,TUE,u00044,08:57,22:10
20170110,TUE,u00045,08:31,18:18
20170110,TUE,u00046,08:59,19:47
20170110,TUE,u00047,08:31,20:42
20170110,TUE,u00048,08:41,19:50
20170110,TUE,u00049,08:57,17:52
20170110,TUE,u00050,08:49,20:38
20170110,TUE,u00051,08:57,18:15
20170110,TUE,u00052,08:32,18:53
20170110,TUE,u00053,08:46,17:56
20170110,TUE,u00054,08:36,18:55
20170110,TUE,u00055,08:57,19:56
20170110,TUE,u00056,08:56,21:11
20170110,TUE,u00057,08:39,21:09
20170110,TUE,u00058,08:37,21:34
20170110,TUE,u00059,08:48,18:56
20170110,TUE,u00060,08:43,17:43
20170110,TUE,u00061,08:59,19:09
20170110,TUE,u00062,08:38,18:14
20170110,TUE,u00063,08:39,17:50
20170110,TUE,u00064,08:32,18:18
20170110,TUE,u00065,08:42,21:02
20170110,TUE,u00066,08:32,21:57
20170110,TUE,u00067,08:43,17:54
20170110,TUE,u00068,08:48,21:13
20170110,TUE,u00069,08:45,23:42
20170110,TUE,u00070,08:31,18:41
20170110,TUE,u00071,08:47,18:43
20170110,TUE,u00072,08:39,18:17
20170110,TUE,u00073,08:49,18:24
20170110,TUE,u00074,08:35,17:36
20170110,TUE,u00075,08:50,18:11
20170110,TUE,u00076,08:34,19:53
20170110,TUE,u00077,08:55,20:46
20170110,TUE,u00078,08:36,18:02
20170110,TUE,u00079,08:32,18:20
20170110,TUE,u00080,08:53,19:20
20170110,TUE,u00081,08:49,19:37
20170110,TUE,u00082,08:30,17:48
20170110,TUE,u00083,08:49,21:49
20170110,TUE,u00084,08:55,17:40
20170110,TUE,u00085,08:51,17:58
20170110,TUE,u00086,08:49,22:25
20170110,TUE,u00087,08:52,21:20
20170110,TUE,u00088,08:40,18:27
20170110,TUE,u00089,08:32,18:48
20170110,TUE,u00090,08:41,18:28
20170110,TUE,u00091,08:33,17:41
20170110,TUE,u00092,08:58,18:12
20170110,TUE,u00093,08:38,18:17
20170110,TUE,u00094,08:37,17:53
20170110,TUE,u00095,08:59,19:21
20170110,TUE,u00096,08:46,20:26
20170110,TUE,u00097,08:56,22:28
20170110,TUE,u00098,08:55,18:13
20170110,TUE,u00099,08:50,19:38
20170111,WED,u00000,08:55,17:38
20170111,WED,u00001,08:32,18:28
20170111,WED,u00002,08:50,17:30
20170111,WED,u00003,08:52,18:26
20170111,WED,u00004,08:57,20:06
20170111,WED,u00005,08:49,18:20
20170111,WED,u00006,08:41,17:33
20170111,WED,u00007,08:45,21:24
20170111,WED,u00008,08:31,19:26
20170111,WED,u00009,08:57,22:17
20170111,WED,u00010,08:54,17:57
20170111,WED,u00011,08:58,17:56
20170111,WED,u00012,08:41,18:42
20170111,WED,u00013,08:37,17:45
20170111,WED,u00014,08:30,22:53
20170111,WED,u00015,08:40,19:09
20170111,WED,u00016,08:33,21:47
20170111,WED,u00017,08:38,21:29
20170111,WED,u00018,08:59,18:41
20170111,WED,u00019,08:59,21:13
20170111,WED,u00020,08:33,17:51
20170111,WED,u00021,08:55,18:50
20170111,WED,u00022,08:32,17:56
20170111,WED,u00023,08:51,21:36
20170111,WED,u00024,08:39,17:56
20170111,WED,u00025,08:52,18:40
20170111,WED,u00026,08:52,19:34
20170111,WED,u00027,08:48,22:35
20170111,WED,u00028,08:45,18:41
20170111,WED,u00029,08:30,18:29
20170111,WED,u00030,08:43,18:15
20170111,WED,u00031,08:42,18:40
20170111,WED,u00032,08:30,17:42
20170111,WED,u00033,08:30,18:34
20170111,WED,u00034,08:57,18:46
20170111,WED,u00035,08:33,18:16
20170111,WED,u00036,08:45,20:37
20170111,WED,u00037,08:34,17:57
20170111,WED,u00038,08:31,18:30
20170111,WED,u00039,08:38,17:50
20170111,WED,u00040,08:52,18:58
20170111,WED,u00041,08:48,17:47
20170111,WED,u00042,08:48,18:34
20170111,WED,u00043,08:48,17:44
20170111,WED,u00044,08:58,17:38
20170111,WED,u00045,08:35,17:54
20170111,WED,u00046,08:56,18:18
20170111,WED,u00047,08:33,18:49
20170111,WED,u00048,08:38,18:13
20170111,WED,u00049,08:44,18:26
20170111,WED,u00050,08:56,17:52
20170111,WED,u00051,08:49,18:27
20170111,WED,u00052,08:46,19:04
20170111,WED,u00053,08:41,17:53
20170111,WED,u00054,08:56,18:28
20170111,WED,u00055,08:59,19:42
20170111,WED,u00056,08:57,17:36
20170111,WED,u00057,08:42,18:17
20170111,WED,u00058,08:36,18:15
20170111,WED,u00059,08:34,19:47
20170111,WED,u00060,08:51,17:53
20170111,WED,u00061,08:50,17:47
20170111,WED,u00062,08:42,17:38
20170111,WED,u00063,08:47,18:27
20170111,WED,u00064,08:39,20:52
20170111,WED,u00065,08:54,18:55
20170111,WED,u00066,08:50,22:04
20170111,WED,u00067,08:40,18:54
20170111,WED,u00068,08:30,21:00
20170111,WED,u00069,08:31,22:19
20170111,WED,u00070,08:51,18:59
20170111,WED,u00071,08:32,17:55
20170111,WED,u00072,08:36,18:02
20170111,WED,u00073,08:53,21:11
20170111,WED,u00074,08:57,18:26
20170111,WED,u00075,08:38,20:57
20170111,WED,u00076,08:43,20:31
20170111,WED,u00077,08:31,20:22
20170111,WED,u00078,08:53,18:37
20170111,WED,u00079,08:33,19:37
20170111,WED,u00080,08:50,20:23
20170111,WED,u00081,08:41,22:51
20170111,WED,u00082,08:54,18:08
20170111,WED,u00083,08:43,17:55
20170111,WED,u00084,08:42,17:30
20170111,WED,u00085,08:55,18:51
20170111,WED,u00086,08:46,18:57
20170111,WED,u00087,08:55,18:23
20170111,WED,u00088,08:41,17:55
20170111,WED,u00089,08:37,17:46
20170111,WED,u00090,08:32,18:17
20170111,WED,u00091,08:43,17:44
20170111,WED,u00092,08:49,18:03
20170111,WED,u00093,08:44,19:13
20170111,WED,u00094,08:57,18:51
20170111,WED,u00095,08:50,18:22
20170111,WED,u00096,08:41,18:07
20170111,WED,u00097,08:39,22:00
20170111,WED,u00098,08:33,17:33
20170111,WED,u00099,08:38,17:44
20170112,THU,u00000,08:42,19:16
20170112,THU,u00001,08:32,22:06
20170112,THU,u00002,08:50,17:53
20170112,THU,u00003,08:54,19:41
20170112,THU,u00004,08:57,17:50
20170112,THU,u00005,08:54,17:46
20170112,THU,u00006,08:43,21:14
20170112,THU,u00007,08:49,19:51
20170112,THU,u00008,08:34,20:53
20170112,THU,u00009,08:48,22:30
20170112,THU,u00010,08:33,18:30
20170112,THU,u00011,08:40,18:43
20170112,THU,u00012,08:44,18:41
20170112,THU,u00013,08:53,21:55
20170112,THU,u00014,08:57,17:57
20170112,THU,u00015,08:46,23:03
20170112,THU,u00016,08:34,20:22
20170112,THU,u00017,08:56,19:04
20170112,THU,u00018,08:35,20:17
20170112,THU,u00019,08:41,19:55
20170112,THU,u00020,08:41,18:24
20170112,THU,u00021,08:39,21:10
20170112,THU,u00022,08:48,18:53
20170112,THU,u00023,08:34,18:25
20170112,THU,u00024,08:46,22:26
20170112,THU,u00025,08:48,19:50
20170112,THU,u00026,08:51,18:59
20170112,THU,u00027,08:49,17:47
20170112,THU,u00028,08:37,18:49
20170112,THU,u00029,08:47,18:56
20170112,THU,u00030,08:48,18:05
20170112,THU,u00031,08:55,18:34
20170112,THU,u00032,08:50,20:17
20170112,THU,u00033,08:56,18:59
20170112,THU,u00034,08:34,19:42
20170112,THU,u00035,08:32,17:33
20170112,THU,u00036,08:59,18:23
20170112,THU,u00037,08:51,21:59
20170112,THU,u00038,08:40,19:56
20170112,THU,u00039,08:49,18:20
20170112,THU,u00040,08:46,22:58
20170112,THU,u00041,08:54,17:30
20170112,THU,u00042,08:37,17:45
20170112,THU,u00043,08:58,19:33
20170112,THU,u00044,08:53,17:38
20170112,THU,u00045,08:39,22:57
20170112,THU,u00046,08:59,20:41
20170112,THU,u00047,08:55,17:53
20170112,THU,u00048,08:45,17:37
20170112,THU,u00049,08:43,17:34
20170112,THU,u00050,08:37,18:30
20170112,THU,u00051,08:59,18:04
20170112,THU,u00052,08:52,21:32
20170112,THU,u00053,08:51,18:15
20170112,THU,u00054,08:33,19:03
20170112,THU,u00055,08:54,19:29
20170112,THU,u00056,08:43,22:27
20170112,THU,u00057,08:58,22:53
20170112,THU,u00058,08:32,19:02
20170112,THU,u00059,08:57,21:01
20170112,THU,u00060,08:39,22:48
20170112,THU,u00061,08:30,18:27
20170112,THU,u00062,08:50,18:12
20170112,THU,u00063,08:30,18:07
20170112,THU,u00064,08:54,17:51
20170112,THU,u00065,08:32,18:55
20170112,THU,u00066,08:31,22:18
20170112,THU,u00067,08:34,17:33
20170112,THU,u00068,08:35,18:07
20170112,THU,u00069,08:58,20:40
20170112,THU,u00070,08:38,18:48
20170112,THU,u00071,08:48,18:18
20170112,THU,u00072,08:42,17:44
20170112,THU,u00073,08:51,18:15
20170112,THU,u00074,08:48,20:05
20170112,THU,u00075,08:56,30:22
20170112,THU,u00076,08:47,17:59
20170112,THU,u00077,08:40,17:40
20170112,THU,u00078,08:45,21:30
20170112,THU,u00079,08:53,23:34
20170112,THU,u00080,08:57,17:34
20170112,THU,u00081,08:57,17:46
20170112,THU,u00082,08:44,18:49
20170112,THU,u00083,08:33,19:12
20170112,THU,u00084,08:43,18:45
20170112,THU,u00085,08:46,20:18
20170112,THU,u00086,08:52,18:33
20170112,THU,u00087,08:53,18:46
20170112,THU,u00088,08:32,17:34
20170112,THU,u00089,08:31,19:47
20170112,THU,u00090,08:56,20:46
20170112,THU,u00091,08:39,20:29
20170112,THU,u00092,08:39,19:10
20170112,THU,u00093,08:37,18:54
20170112,THU,u00094,08:30,18:42
20170112,THU,u00095,08:59,19:33
20170112,THU,u00096,08:53,23:04
20170112,THU,u00097,08:33,20:07
20170112,THU,u00098,08:36,17:51
20170112,THU,u00099,08:33,18:40
20170113,FRI,u00000,08:58,19:15
20170113,FRI,u00001,08:45,18:35
20170113,FRI,u00002,08:37,17:40
20170113,FRI,u00003,08:35,17:38
20170113,FRI,u00004,08:52,18:06
20170113,FRI,u00005,08:47,19:59
20170113,FRI,u00006,08:53,17:47
20170113,FRI,u00007,08:35,18:41
20170113,FRI,u00008,08:48,19:22
20170113,FRI,u00009,08:32,17:49
20170113,FRI,u00010,08:51,17:30
20170113,FRI,u00011,08:40,22:54
20170113,FRI,u00012,08:36,17:55
20170113,FRI,u00013,08:35,19:28
20170113,FRI,u00014,08:59,18:34
20170113,FRI,u00015,08:48,21:13
20170113,FRI,u00016,08:46,20:34
20170113,FRI,u00017,08:30,17:34
20170113,FRI,u00018,08:52,17:57
20170113,FRI,u00019,08:38,17:45
20170113,FRI,u00020,08:59,18:13
20170113,FRI,u00021,08:32,18:58
20170113,FRI,u00022,08:47,20:23
20170113,FRI,u00023,08:39,18:33
20170113,FRI,u00024,08:42,20:11
20170113,FRI,u00025,08:37,18:14
20170113,FRI,u00026,08:47,19:49
20170113,FRI,u00027,08:56,22:42
20170113,FRI,u00028,08:46,18:41
20170113,FRI,u00029,08:42,17:31
20170113,FRI,u00030,08:36,21:45
20170113,FRI,u00031,08:51,18:49
20170113,FRI,u00032,08:37,20:40
20170113,FRI,u00033,08:58,17:50
20170113,FRI,u00034,08:53,17:41
20170113,FRI,u00035,08:42,22:28
20170113,FRI,u00036,08:54,19:43
20170113,FRI,u00037,08:54,17:45
20170113,FRI,u00038,08:39,17:37
20170113,FRI,u00039,08:54,18:23
20170113,FRI,u00040,08:50,20:41
20170113,FRI,u00041,08:44,18:27
20170113,FRI,u00042,08:44,18:23
20170113,FRI,u00043,08:36,17:37
20170113,FRI,u00044,08:53,20:30
20170113,FRI,u00045,08:41,20:51
20170113,FRI,u00046,08:34,17:38
20170113,FRI,u00047,08:43,22:34
20170113,FRI,u00048,08:38,17:44
20170113,FRI,u00049,08:37,18:56
20170113,FRI,u00050,08:33,17:42
20170113,FRI,u00051,08:41,18:11
20170113,FRI,u00052,08:42,22:55
20170113,FRI,u00053,08:58,19:50
20170113,FRI,u00054,08:34,17:42
20170113,FRI,u00055,08:49,20:34
20170113,FRI,u00056,08:34,18:21
20170113,FRI,u00057,08:38,18:01
20170113,FRI,u00058,08:44,18:52
20170113,FRI,u00059,08:31,17:55
20170113,FRI,u00060,08:33,20:46
20170113,FRI,u00061,08:38,17:41
20170113,FRI,u00062,08:44,22:50
20170113,FRI,u00063,08:42,18:40
20170113,FRI,u00064,08:53,20:42
20170113,FRI,u00065,08:40,21:39
20170113,FRI,u00066,08:55,17:59
20170113,FRI,u00067,08:50,17:54
20170113,FRI,u00068,08:35,18:14
20170113,FRI,u00069,08:59,19:37
20170113,FRI,u00070,08:55,18:11
20170113,FRI,u00071,08:52,17:47
20170113,FRI,u00072,08:40,17:57
20170113,FRI,u00073,08:39,19:33
20170113,FRI,u00074,08:41,18:14
20170113,FRI,u00075,08:47,20:53
20170113,FRI,u00076,08:43,17:47
20170113,FRI,u00077,08:37,17:42
20170113,FRI,u00078,08:49,18:34
20170113,FRI,u00079,08:56,18:15
20170113,FRI,u00080,08:59,17:55
20170113,FRI,u00081,08:46,20:18
20170113,FRI,u00082,08:58,18:11
20170113,FRI,u00083,08:59,22:23
20170113,FRI,u00084,08:42,18:04
20170113,FRI,u00085,08:34,19:48
20170113,FRI,u00086,08:34,17:54
20170113,FRI,u00087,08:50,18:44
20170113,FRI,u00088,08:42,22:21
20170113,FRI,u00089,08:54,17:43
20170113,FRI,u00090,08:59,17:33
20170113,FRI,u00091,08:57,20:38
20170113,FRI,u00092,08:45,17:39
20170113,FRI,u00093,08:58,19:02
20170113,FRI,u00094,08:37,18:04
20170113,FRI,u00095,08:43,18:22
20170113,FRI,u00096,08:54,18:06
20170113,FRI,u00097,08:41,19:09
20170113,FRI,u00098,08:52,19:24
20170113,FRI,u00099,08:49,18:51
20170116,MON,u00000,08:47,18:40
20170116,MON,u00001,08:54,17:47
20170116,MON,u00002,08:34,17:43
20170116,MON,u00003,08:56,18:14
20170116,MON,u00004,08:33,18:43
20170116,MON,u00005,08:32,18:49
20170116,MON,u00006,08:50,18:46
20170116,MON,u00007,08:40,19:09
20170116,MON,u00008,08:47,20:51
20170116,MON,u00009,08:54,17:45
20170116,MON,u00010,08:45,18:14
20170116,MON,u00011,08:39,18:49
20170116,MON,u00012,08:34,18:08
20170116,MON,u00013,08:33,17:33
20170116,MON,u00014,08:36,17:30
20170116,MON,u00015,08:56,18:53
20170116,MON,u00016,08:52,19:05
20170116,MON,u00017,08:56,17:37
20170116,MON,u00018,08:52,17:59
20170116,MON,u00019,08:35,17:30
20170116,MON,u00020,08:45,18:06
20170116,MON,u00021,08:51,18:20
20170116,MON,u00022,08:48,20:55
20170116,MON,u00023,08:58,17:36
20170116,MON,u00024,08:51,17:35
20170116,MON,u00025,08:45,18:12
20170116,MON,u00026,08:48,17:35
20170116,MON,u00027,08:52,19:08
20170116,MON,u00028,08:38,22:08
20170116,MON,u00029,08:34,17:50
20170116,MON,u00030,08:41,18:20
20170116,MON,u00031,08:42,18:51
20170116,MON,u00032,08:31,18:04
20170116,MON,u00033,08:36,17:34
20170116,MON,u00034,08:30,18:59
20170116,MON,u00035,08:33,20:36
20170116,MON,u00036,08:38,17:45
20170116,MON,u00037,08:34,18:12
20170116,MON,u00038,08:40,18:41
20170116,MON,u00039,08:56,19:13
20170116,MON,u00040,08:33,20:30
20170116,MON,u00041,08:44,17:41
20170116,MON,u00042,08:33,22:12
20170116,MON,u00043,08:43,17:42
20170116,MON,u00044,08:40,18:38
20170116,MON,u00045,08:39,18:43
20170116,MON,u00046,08:54,18:33
20170116,MON,u00047,08:50,17:50
20170116,MON,u00048,08:59,19:58
20170116,MON,u00049,08:30,19:31
20170116,MON,u00050,08:49,18:38
20170116,MON,u00051,08:42,17:34
20170116,MON,u00052,08:33,18:43
20170116,MON,u00053,08:30,18:03
20170116,MON,u00054,08:32,19:34
20170116,MON,u00055,08:53,18:06
20170116,MON,u00056,08:51,17:31
20170116,MON,u00057,08:32,18:16
20170116,MON,u00058,08:42,18:34
20170116,MON,u00059,08:59,18:14
20170116,MON,u00060,08:51,18:29
20170116,MON,u00061,08:41,18:33
20170116,MON,u00062,08:58,19:37
20170116,MON,u00063,08:41,19:44
20170116,MON,u00064,08:56,18:38
20170116,MON,u00065,08:37,18:32
20170116,MON,u00066,08:38,19:35
20170116,MON,u00067,08:40,21:14
20170116,MON,u00068,08:33,18:19
20170116,MON,u00069,08:47,22:50
20170116,MON,u00070,08:32,17:36
20170116,MON,u00071,08:37,18:13
20170116,MON,u00072,08:41,21:58
20170116,MON,u00073,08:35,21:52
20170116,MON,u00074,08:32,20:33
20170116,MON,u00075,08:34,18:38
20170116,MON,u00076,08:40,17:50
20170116,MON,u00077,08:43,19:44
20170116,MON,u00078,08:48,19:10
20170116,MON,u00079,08:54,19:52
20170116,MON,u00080,08:41,18:19
20170116,MON,u00081,08:30,17:30
20170116,MON,u00082,08:31,18:55
20170116,MON,u00083,08:33,20:46
20170116,MON,u00084,08:37,17:45
20170116,MON,u00085,08:34,19:41
20170116,MON,u00086,08:36,19:27
20170116,MON,u00087,08:33,18:17
20170116,MON,u00088,08:46,18:22
20170116,MON,u00089,08:46,17:56
20170116,MON,u00090,08:40,18:14
20170116,MON,u00091,08:45,19:57
20170116,MON,u00092,08:38,17:39
20170116,MON,u00093,08:39,18:01
20170116,MON,u00094,08:36,17:42
20170116,MON,u00095,08:38,17:33
20170116,MON,u00096,08:49,20:37
20170116,MON,u00097,08:32,17:45
20170116,MON,u00098,08:56,17:59
20170116,MON,u00099,08:40,18:59
20170117,TUE,u00000,08:51,17:30
20170117,TUE,u00001,08:40,18:54
20170117,TUE,u00002,08:35,18:06
20170117,TUE,u00003,08:31,19:13
20170117,TUE,u00004,08:39,17:32
20170117,TUE,u00005,08:35,20:37
20170117,TUE,u00006,08:42,18:30
20170117,TUE,u00007,08:47,22:44
20170117,TUE,u00008,08:30,20:28
20170117,TUE,u00009,08:57,18:12
20170117,TUE,u00010,08:42,19:01
20170117,TUE,u00011,08:48,18:48
20170117,TUE,u00012,08:59,21:18
20170117,TUE,u00013,08:32,18:06
20170117,TUE,u00014,08:56,20:22
20170117,TUE,u00015,08:44,18:14
20170117,TUE,u00016,08:41,17:30
20170117,TUE,u00017,08:52,19:50
